effect,detail,link,drugs,tfidf_score,is_top_k,e0,e1,e2
subjectivity,"""first dose was a soft reacquaintance with cinnamon.""",30.0,j-cassia,0.12656477281515213,True,18.437593,-35.38527,-8.697162
geometry,"""soft fractal patterns in muted rainbow pulsing in my mind""",30.0,j-cassia,0.055045322254244924,True,-20.665956,33.450077,29.599577
cognitive effects,"""i remained aware of self and my body.""",30.0,j-cassia,0.23977496713441884,True,54.150146,-5.546205,-15.8874235
bodily effects,"""i remained aware of self and my body.""",30.0,j-cassia,0.1768205257832173,True,25.533049,-16.9406,-13.632286
bodily warmth,"""felt very warm physically.""",30.0,j-cassia,0.0984462117392275,True,18.024725,-7.350289,-5.2303143
vasodilation,"""felt very warm physically.""",30.0,j-cassia,0.12656477281515213,True,8.860887,2.9384823,14.336903
unity,"""second dose and third were inseparable and unequivocally a complete and absolute merger with cinnamon.""",30.0,j-cassia,0.07257471050673132,True,-7.63798,23.46127,30.742744
interconnectedness,"""second dose and third were inseparable and unequivocally a complete and absolute merger with cinnamon.""",30.0,j-cassia,0.07257471050673132,True,-1.256235,11.299256,12.572454
ego dissolution,"""i simply melted past myself and into to the collective memories of humanity.""",30.0,j-cassia,0.11072922043027482,True,26.015053,5.478723,-22.60681
personal history regression,"""i simply melted past myself and into to the collective memories of humanity.""",30.0,j-cassia,0.1488837303538183,True,21.19586,26.330713,0.29794413
emotional lability,"""existing as raw collective emotion, the stored fear and guilt, the burden of our ancestors we all carry as a species.""",30.0,j-cassia,0.0984462117392275,True,26.1513,-5.8526754,18.267006
emotional intimacy,"""existing as raw collective emotion, the stored fear and guilt, the burden of our ancestors we all carry as a species.""",30.0,j-cassia,0.26523078867482597,True,43.990177,1.8682774,2.5954232
transpersonal states,"""existing as raw collective emotion, the stored fear and guilt, the burden of our ancestors we all carry as a species.""",30.0,j-cassia,0.25312954563030426,True,35.602562,16.026419,-11.0032215
emotional unburdening,"""simply forgiving and letting go.""",30.0,j-cassia,0.22145844086054964,True,36.13149,-0.9154677,7.6785464
tactile hallucinations,"""i could feel millions of tiny points in my body all letting go, all connected to muscles in my jaw that was moving in unison.""",30.0,j-cassia,0.196892423478455,True,15.446249,34.331387,-37.975048
pareidolia,"""i could feel millions of tiny points in my body all letting go, all connected to muscles in my jaw that was moving in unison.""",30.0,j-cassia,0.08841026289160865,True,-17.78859,35.91886,-15.039871
profundity,"""deeply profound and beautiful experience.""",30.0,j-cassia,0.11072922043027482,True,7.69988,22.623207,24.683697
beauty,"""deeply profound and beautiful experience.""",30.0,j-cassia,0.08841026289160865,True,0.42635626,20.962982,25.67872
stimulation,"first dose was very energetic, brought to the brink of awareness.",31.0,j-geraniol,0.10797535509051655,True,13.527474,4.717602,7.0656466
cognitive enhancements,"first dose was very energetic, brought to the brink of awareness.",31.0,j-geraniol,0.2586344279930646,True,46.468967,-0.34731102,-26.464214
geometry,beautiful waves of soft rainbow patterns cresting and breaking.,31.0,j-geraniol,0.21470532144553844,True,27.04409,39.614468,7.618153
bodily warmth,like a warm blanket on a cold day.,31.0,j-geraniol,0.09599782811216245,True,17.564548,-9.510844,-3.7323732
pleasant effects,like a warm blanket on a cold day.,31.0,j-geraniol,0.2159507101810331,True,35.8377,-22.268417,-10.706178
unpleasant effects,"could feel deep rooted pain, pain rooted so deep from past existences still imprinted deep in my joints.",31.0,j-geraniol,0.12341707305048612,True,20.943861,-21.12381,-5.0663157
identity dissolution,i completely and absolutely dissolved into myself to a point where all i could be a point of awareness.,31.0,j-geraniol,0.12341707305048612,True,24.139767,-1.3938183,-12.346135
memory replays,moving thought countless points of emotional trauma that tied into the collective conciseness.,31.0,j-geraniol,0.19334279071457952,True,14.018184,37.23791,5.213515
jaw clenching,"as i was emerging, i could feel my jaw moving in unison with my body working through these blockages.",31.0,j-geraniol,0.10797535509051655,True,7.5348682,-2.5622127,22.6015
jaw muscle lockjaw,"as i was emerging, i could feel my jaw moving in unison with my body working through these blockages.",31.0,j-geraniol,0.14518095214331447,True,10.147808,-5.660018,20.569767
bruxism,"as i was emerging, i could feel my jaw moving in unison with my body working through these blockages.",31.0,j-geraniol,0.14518095214331447,True,8.187982,-0.57231,26.60985
cognitive impairments,cannot in any real way explain the depth and significant of this experience.,31.0,j-geraniol,0.08621147599768819,True,11.50411,-24.682194,-19.180906
ineffability,cannot in any real way explain the depth and significant of this experience.,31.0,j-geraniol,0.12341707305048612,True,5.5011864,15.402918,23.364466
cognitive enhancements,it really seems like they are exponentially increasing in their complexity.,31.0,j-geraniol,0.2586344279930646,True,48.3436,1.0390302,-23.855228
focus enhancement,it really seems like they are exponentially increasing in their complexity.,31.0,j-geraniol,0.12341707305048612,True,13.462196,-11.564877,-36.571217
emotional intimacy,"""i felt held by a loved one, safe and trusting of myself and the experience about to come""",32.0,j-star-anise,0.26546751487541576,True,46.530205,0.44720626,5.621994
unity,"""i was the pattern, i was math, i was love""",32.0,j-star-anise,0.29055794219494124,True,31.902412,40.61013,18.793018
interconnectedness,"""i was the pattern, i was math, i was love""",32.0,j-star-anise,0.29055794219494124,True,48.037857,14.388318,17.520773
love,"""i truly felt absolute love for myself and everything in existence""",32.0,j-star-anise,0.1599926488487902,True,26.9954,27.625774,23.392218
bodily transformations,"""my entire energetic being was being bent and twisted as if to remove blockages""",32.0,j-star-anise,0.09853407784928178,True,14.542053,-7.6111937,-11.006207
muscle relaxation,"""i could feel my body loosening small adhesions on my muscles letting go, more significantly in my pelvis and left shoulder""",32.0,j-star-anise,0.1266777355595859,True,13.424286,-1.3390976,15.78675
bodily effects,"""i could feel my body loosening small adhesions on my muscles letting go, more significantly in my pelvis and left shoulder""",32.0,j-star-anise,0.08848917162513859,True,17.909126,-15.780859,-8.492218
insight,"""it was so deeply productive in my personal growth""",32.0,j-star-anise,0.07263948554873531,True,-0.15422738,29.639816,14.140994
personal growth,"""it was so deeply productive in my personal growth""",32.0,j-star-anise,0.14901661341762998,True,24.607693,17.475048,-10.542032
curiosity,"""im still curios to see if the probes increase in significance as they did from the 1st to 2nd round""",32.0,j-star-anise,0.1266777355595859,True,17.147503,8.888739,27.566793
stimulation,"""felt encompassed with energy but still aware of my body.""",33.0,5-meo-dmt,0.08782557672318779,True,14.19043,5.091262,1.7783844
bodily effects,"""felt encompassed with energy but still aware of my body.""",33.0,5-meo-dmt,0.03299913193233409,True,-1.4385384,-3.794017,-2.55902
cognitive effects,"""second dose melted my mind back into an absolute state of fractals""",33.0,5-meo-dmt,0.22746902549399228,True,43.425625,-6.8696666,-15.970638
hallucinatory states,"""second dose melted my mind back into an absolute state of fractals""",33.0,5-meo-dmt,0.09815799751415107,True,10.331208,29.268032,-21.329649
introspection,"""then a shift into awareness of my identity but somehow deeper into myself""",33.0,5-meo-dmt,0.05905037915724696,True,-11.933185,21.492569,11.544311
identity effects,"""then a shift into awareness of my identity but somehow deeper into myself""",33.0,5-meo-dmt,0.05314534124152226,True,-2.2664247,-0.6956859,-17.155247
unity,"""closer to the core of my being, closer to being free, closer to becoming god""",33.0,5-meo-dmt,0.15914500665103892,True,16.058935,40.20216,23.655537
interconnectedness,"""closer to the core of my being, closer to being free, closer to becoming god""",33.0,5-meo-dmt,0.15575894267974025,True,42.356438,-0.67139596,17.604914
mystical experiences,"""closer to the core of my being, closer to being free, closer to becoming god""",33.0,5-meo-dmt,0.08857556873587043,True,-3.1704876,29.518326,-13.683489
unity,"""i had an overwhelming sense that everything is moving together in a specific direction, jen, tom, trina... all part of this perfect shift.""",33.0,5-meo-dmt,0.15914500665103892,True,16.058935,40.20216,23.655537
interconnectedness,"""i had an overwhelming sense that everything is moving together in a specific direction, jen, tom, trina... all part of this perfect shift.""",33.0,5-meo-dmt,0.15575894267974025,True,42.423283,-3.8938103,26.560043
subjective effects,"""i may as well have taken the second dose right after the 3rd dose last night. it was a continuation of that experience with anethole.""",33.0,5-meo-dmt,0.14346222604138792,True,25.2184,-36.86269,-14.97383
visual distortions,"""it was throbbing with gentle pulses, moving with a viscus liquid perfection.""",34.0,j-melatonin,0.2787581171130804,True,33.18411,45.719067,-4.437059
subjective effects,"""i felt something powerful was going to happen as i progressed.""",34.0,j-melatonin,0.22767433759185263,True,37.621925,-29.530544,-23.130138
excitement,"""i would feel energy moving to accommodate what was coming which excited me.""",34.0,j-melatonin,0.15931186739011086,True,22.046011,12.602544,27.753515
pareidolia,"""i would feel energy moving to accommodate what was coming which excited me.""",34.0,j-melatonin,0.22257068478736425,True,12.925574,42.585632,-18.190472
enjoyment,"""second dose was the deepest and most perfect experience i’ve had on 5.""",34.0,j-melatonin,0.1239179708603796,True,19.88615,14.617225,23.816324
positive affect,"""second dose was the deepest and most perfect experience i’ve had on 5.""",34.0,j-melatonin,0.3018138216340527,True,53.85789,-2.4411168,-4.571227
identity dissolution,"""i melted into myself and simply did not exist.""",34.0,j-melatonin,0.15931186739011086,True,22.158184,1.4361279,-9.706784
visual effects,"""it was like all the other trips were in 2d and this was 3d.""",34.0,j-melatonin,0.15931186739011086,True,13.075332,-1.0188614,-32.13727
transpersonal hallucinations,"""i just became this perfect 3d liquid structures of infinite meaning, the true construction of reality.""",34.0,j-melatonin,0.11128534239368212,True,18.936188,17.473585,-32.907444
internal hallucinations,"""i just became this perfect 3d liquid structures of infinite meaning, the true construction of reality.""",34.0,j-melatonin,0.07589144586395087,True,-3.662404,18.921402,-36.139866
ego dissolution,"""it was letting go, letting go of being alive.""",34.0,j-melatonin,0.1393790585565402,True,24.066187,5.3612843,-12.929248
derealization,"""it was letting go, letting go of being alive.""",34.0,j-melatonin,0.2478359417207592,True,54.048073,19.962908,-11.365203
depersonalization,"""it was letting go, letting go of being alive.""",34.0,j-melatonin,0.15931186739011086,True,25.36572,7.8104243,4.959585
emotional regression,"""i was working through lifetimes of emotion.""",34.0,j-melatonin,0.15931186739011086,True,23.223742,22.541292,3.737699
emotional effects,"""i was working through lifetimes of emotion.""",34.0,j-melatonin,0.15931186739011086,True,29.95832,-23.003616,-18.190914
emotional lability,"""the first thing i became aware of my face smiling and emotional energy pouring from my right shoulder.""",34.0,j-melatonin,0.1239179708603796,True,26.55045,-3.614515,19.472683
smiling,"""the first thing i became aware of my face smiling and emotional energy pouring from my right shoulder.""",34.0,j-melatonin,0.18740558355296894,True,13.443349,15.801006,28.835098
positive affect,"""the first thing i became aware of my face smiling and emotional energy pouring from my right shoulder.""",34.0,j-melatonin,0.3018138216340527,True,53.85789,-2.4411168,-4.571227
relaxation,"""that correlated with points deep in my pelvis and upper abdomen that were relaxing and letting go.""",34.0,j-melatonin,0.1393790585565402,True,14.593358,2.67961,15.864199
bodily effects,"""that correlated with points deep in my pelvis and upper abdomen that were relaxing and letting go.""",34.0,j-melatonin,0.11128534239368212,True,20.37228,-16.948278,-8.397765
fear,"""fear is the true enemy of all.""",34.0,j-melatonin,0.1393790585565402,True,12.079059,18.053835,37.372013
geometry,"""i could sense the melatonin being present with in the swirling fractals.""",35.0,j-melatonin,0.06928762944347758,True,-12.184167,35.487213,22.945845
pleasant effects,"""it was calm, pleasant and i on some level i felt what was coming.""",35.0,j-melatonin,0.1393790585565402,True,25.081627,-23.362822,-4.9574523
out of body experiences,"""i had no sense of my body, vague awareness of self.""",35.0,j-melatonin,0.1239179708603796,True,2.7436266,15.334479,-13.430416
derealization,"""i had no sense of my body, vague awareness of self.""",35.0,j-melatonin,0.2478359417207592,True,54.048073,19.962908,-11.365203
philosophic contemplation,"""there is no difference because neither really are real we simply exist and, in that framework, ""alive"" and ""dead"" are states of existence.""",35.0,j-melatonin,0.08319162623082406,True,-18.092087,34.678734,0.7257729
paresthesia,"""i felt this flow of energy in my body as i was coming back.""",35.0,j-melatonin,0.11128534239368212,True,-7.505834,35.915077,-22.060593
increased bodily awareness,"""i felt this flow of energy in my body as i was coming back.""",35.0,j-melatonin,0.1393790585565402,True,4.927648,9.372157,-7.9915442
nausea,"""i was using my hands to loosen muscles under my jaw, it was making me gag and salivate.""",35.0,j-melatonin,0.1239179708603796,True,17.763323,-16.138836,30.863176
increased salivation,"""i was using my hands to loosen muscles under my jaw, it was making me gag and salivate.""",35.0,j-melatonin,0.1393790585565402,True,22.604237,-12.740232,23.801231
catharsis,"""it was sexual shame but was deeply cathartic.""",35.0,j-melatonin,0.15931186739011086,True,19.850834,4.09222,14.900909
shame,"""it was sexual shame but was deeply cathartic.""",35.0,j-melatonin,0.18740558355296894,True,18.78561,31.220873,44.31693
subjective effects,"""the half dose was still very profound, but the melatonin influence was less perhaps, not in a bad way, but the full experience of 20mg was way more intense.""",35.0,j-melatonin,0.22767433759185263,True,36.32462,-32.133118,-25.080385
grounding,"""first dose was very smooth and fluid, extremely grounded in my body.""",36.0,j-rose,0.13178864767777101,True,9.1746025,1.4719834,-8.778116
geometry,"""i could feel my lower body shaking with the fractals letting out deep intwined old emotional trauma.""",36.0,j-rose,0.07368844826746583,True,-14.76126,39.40973,26.386665
internal hallucinations,"""i could feel my lower body shaking with the fractals letting out deep intwined old emotional trauma.""",36.0,j-rose,0.0807117075213397,True,-3.5294967,25.117163,-34.98026
affective hallucinatory states,"""i’ve never experienced 5meo has a gender but rose is very old and very feminine.""",36.0,j-rose,0.19930868987143813,True,25.730469,34.165142,-30.228348
tranquility,"""like being wrapped in a warm blanket by grandma.""",36.0,j-rose,0.13178864767777101,True,9.109651,8.798823,23.647213
dissociative effects,"""i’ve never been so aware of my physical body, but so dissolved before.""",36.0,j-rose,0.1694305952283472,True,29.572514,-23.836084,-24.719969
gustatory hallucinations,"""notes: tastes terribly floral, like what i imagine liz taylors couch cushions to taste like.""",36.0,j-rose,0.14823174971500677,True,20.03924,26.803549,-41.922432
taste distortion,"""notes: tastes terribly floral, like what i imagine liz taylors couch cushions to taste like.""",36.0,j-rose,0.39861737974287625,True,42.201347,37.91414,-8.333676
geometry,"""the patterns had a quality about them that was folding in on themselves in a perfect unison""",37.0,j-clonidine,0.2945112036974183,True,32.87621,41.07057,7.7749977
increased heart rate,"""i felt pressure in my epigastric area and chest""",37.0,j-clonidine,0.3385822996485975,True,38.645226,-18.494366,24.06987
increased blood pressure,"""i felt pressure in my epigastric area and chest""",37.0,j-clonidine,0.3385822996485975,True,41.01834,-18.458536,22.7301
geometry,"""the folding fractals became my consciousness folding with in itself""",37.0,j-clonidine,0.2945112036974183,True,32.87621,41.07057,7.7749977
none,"""i was completely aware of my identity""",37.0,j-clonidine,0.3982893081717172,True,34.858173,35.336525,15.97248
love,"""i felt a deep sense of love for everything""",37.0,j-clonidine,0.4276258865443126,True,40.38431,29.562334,18.713024
memory replays,"""all kinds of trauma was moving though me, my fathers, cousin, wife, friends""",37.0,j-clonidine,0.17680548588238726,True,12.893485,37.06378,1.5504373
identity,"""third dose.... melting into space and time""",37.0,j-clonidine,0.3385822996485975,True,35.99862,41.615665,15.522833
transpersonal hallucinations,"""absolutely alone in a void of perfection""",37.0,j-clonidine,0.2365124944055069,True,30.718544,28.787846,-23.121622
isolation,"""absolutely alone in a void of perfection""",37.0,j-clonidine,0.3385822996485975,True,49.347507,18.75211,13.24282
love,"""i love you, adam""",37.0,j-clonidine,0.4276258865443126,True,40.38431,29.562334,18.713024
subjective effects,"""i think there is much to explore with clonidine""",37.0,j-clonidine,0.16129055973810372,True,38.62925,-27.48388,-31.788782
increased heart rate,"""i initially have the feeling of an excited heart rate""",38.0,5-meo-dmt,0.14762594789311737,True,30.695223,-16.748308,29.126873
auditory acuity enhancement,"""increased perception of sound and gravity""",38.0,5-meo-dmt,0.013892713639329137,True,-30.302858,-31.492,-17.25874
increased awareness of bodily processes,"""increased perception of sound and gravity""",38.0,5-meo-dmt,0.006946356819664569,True,-44.991764,-9.814255,-11.954608
disorientation,"""my sense of where i am in the world is fading""",38.0,5-meo-dmt,0.04167814091798741,True,1.0827597,-9.312836,16.341513
derealization,"""my sense of where i am in the world is fading""",38.0,5-meo-dmt,0.2572153499173369,True,49.86797,18.391912,0.53040594
muscle tension,"""i could feel the tension in my muscles""",38.0,5-meo-dmt,0.04862449773765198,True,-11.038796,-10.573527,36.228798
transpersonal hallucinations,"""the feeling of my consciousness expanding outward past the skin and off into infinity""",38.0,5-meo-dmt,0.11549696176316933,True,18.271906,19.827394,-28.883759
relaxation,"""i felt my body relax, as the fear of where i was headed finally subsided""",38.0,5-meo-dmt,0.051662103954816345,True,-3.59744,-0.21975447,27.79695
anticipation,"""i was more curious than i had ever been about what was waiting for me on the other side""",38.0,5-meo-dmt,0.04862449773765198,True,-29.37503,19.539192,12.302755
transpersonal hallucinations,"""i went to a place i could only describe as heaven""",38.0,5-meo-dmt,0.11549696176316933,True,23.888813,20.476625,-30.179384
delusions of grandeur,"""i am not only in the presence of god, but have become god. have become the entire universe.""",38.0,5-meo-dmt,0.027785427278658275,True,-18.976181,-0.9576372,-9.228752
delusions,"""i am not only in the presence of god, but have become god. have become the entire universe.""",38.0,5-meo-dmt,0.05314534124152226,True,-24.495823,17.351913,-2.7317016
noetic insight,"""having all of my questions answered, not with words but with pure knowledge pushed directly into my soul.""",38.0,5-meo-dmt,0.025831051977408172,True,-27.889938,0.038230658,-11.674943
increased intelligence,"""having all of my questions answered, not with words but with pure knowledge pushed directly into my soul.""",38.0,5-meo-dmt,0.006946356819664569,True,-43.235195,-16.754158,-18.777182
knowledge enhancement,"""having all of my questions answered, not with words but with pure knowledge pushed directly into my soul.""",38.0,5-meo-dmt,0.006946356819664569,True,-47.75038,-27.609798,-17.054337
internal hallucinations,"""i have a visual experience, but not with my actual eyes, with my minds eye.""",38.0,5-meo-dmt,0.07313760543286442,True,-7.010398,17.167229,-32.001457
spirituality enhancement,"""the light washed through my soul, cleaning the hate from my heart.""",38.0,5-meo-dmt,0.07086045498869634,True,-1.1675099,-11.434527,-31.78192
positive affect,"""the light washed through my soul, cleaning the hate from my heart.""",38.0,5-meo-dmt,0.0857670096124889,True,24.59367,-14.896638,8.0099535
noetic insight,"""i feel as though my ego is being rebuilt, and in the process, i am able to block the negative aspects of the self that i no longer wanted to be a part of me.""",38.0,5-meo-dmt,0.025831051977408172,True,-28.754772,3.6871798,-12.567141
ego dissolution,"""i feel as though my ego is being rebuilt, and in the process, i am able to block the negative aspects of the self that i no longer wanted to be a part of me.""",38.0,5-meo-dmt,0.1188228390960776,True,22.64256,7.1139393,-18.101267
positive affect,"""i was a happier, less angry, more patient and admittedly a quite confused person.""",38.0,5-meo-dmt,0.0857670096124889,True,28.831545,-12.874722,7.735397
profundity,"""the experience with the rose extract was just as deep and profound""",39.0,j-rose,0.14823174971500677,True,10.159386,23.251501,25.22244
noetic insight,"""all the same senses and insights and knowledge was revealed to me""",39.0,j-rose,0.14823174971500677,True,17.764856,26.908705,11.463325
subjective effects,"""this time was a lot more comfortable""",39.0,j-rose,0.0807117075213397,True,14.529775,-28.717491,-6.533456
sensed presence,"""i felt a maternal presence that was really quite pleasant and reassuring""",39.0,j-rose,0.14823174971500677,True,-2.002416,30.931911,0.76283795
unity,"""myself and the other, back into oneness with everything""",39.0,j-rose,0.09715480955857544,True,-4.7943687,25.281704,30.543486
interconnectedness,"""myself and the other, back into oneness with everything""",39.0,j-rose,0.09715480955857544,True,1.6253645,12.094124,14.03045
bliss,"""experience that pure bliss that seemed just out of reach plenty of other times i had tried 5""",39.0,j-rose,0.14823174971500677,True,9.7092285,14.17927,28.215994
philosophic contemplation,"""5 might be a chemical gateway to a higher dimensionality reality""",39.0,j-rose,0.08847556042882497,True,-15.524628,35.207592,3.1241286
delusions,"""5 might be a chemical gateway to a higher dimensionality reality""",39.0,j-rose,0.1694305952283472,True,19.025848,26.197994,-10.156297
insight,"""maybe even during childbirth, as a way to lessen the stress for the woman and make the experience mystical and psychedelic""",39.0,j-rose,0.1943096191171509,True,21.041378,22.4584,15.762088
philosophy,"""maybe even during childbirth, as a way to lessen the stress for the woman and make the experience mystical and psychedelic""",39.0,j-rose,0.1694305952283472,True,30.45546,12.92379,19.696249
insight,"""having children can have the effect of making a parent a better person, to give up addictions and compulsive behaviors""",39.0,j-rose,0.1943096191171509,True,21.041378,22.4584,15.762088
logic,"""having children can have the effect of making a parent a better person, to give up addictions and compulsive behaviors""",39.0,j-rose,0.19930868987143813,True,8.703403,42.38619,27.806147
reasoning,"""having children can have the effect of making a parent a better person, to give up addictions and compulsive behaviors""",39.0,j-rose,0.19930868987143813,True,33.348896,11.415872,21.027029
emotional intimacy,"""to give the parents a sense of purpose and experience a love greater than they ever knew possible""",39.0,j-rose,0.3550609652157476,True,48.266766,5.253511,3.4987364
love,"""to give the parents a sense of purpose and experience a love greater than they ever knew possible""",39.0,j-rose,0.32098359202821075,True,36.04472,30.254452,20.366638
transpersonal hallucinations,"""perhaps the gateway to past life exploration?""",40.0,j-a-bisabolol,0.45821392213456313,True,40.286755,24.000668,-17.05347
delusions of reference,"""perhaps the gateway to past life exploration?""",40.0,j-a-bisabolol,0.21865387968514227,True,21.650764,28.464,-10.880005
philosophic contemplation,"""or was it only my intention of going there that lead me to that place?""",40.0,j-a-bisabolol,0.45671856417684725,True,35.09248,24.709822,9.407214
cognitive impairments,"""or was it only my intention of going there that lead me to that place?""",40.0,j-a-bisabolol,0.15273797404485437,True,23.757084,-16.868439,-23.567816
transpersonal hallucinations,"""hurtling me back through past lives to my earliest current recollection, a primordial state.""",40.0,j-a-bisabolol,0.45821392213456313,True,40.286755,24.000668,-17.05347
memory replays,"""hurtling me back through past lives to my earliest current recollection, a primordial state.""",40.0,j-a-bisabolol,0.11417964104421181,True,15.731922,32.557068,-2.6613712
internal hallucinations,"""watching my scaly, thick tail whip back and forth...my amber eyes.""",40.0,j-a-bisabolol,0.3124806584389681,True,36.996887,32.394966,-17.366611
philosophic contemplation,"""just like the water i once lived in, i understood the ripples in time that i once created.""",40.0,j-a-bisabolol,0.45671856417684725,True,35.09248,24.709822,9.407214
internal hallucinations,"""just like the water i once lived in, i understood the ripples in time that i once created.""",40.0,j-a-bisabolol,0.3124806584389681,True,36.996887,32.394966,-17.366611
forgiveness,"""forgiving the darkness i once was. forgiving the darkness i once created.""",40.0,j-a-bisabolol,0.21865387968514227,True,18.151728,33.095703,38.47771
philosophic contemplation,"""it was all meant to lead here, and nothing is a mistake. i still have so many questions, though i know my future intentions.""",40.0,j-a-bisabolol,0.45671856417684725,True,35.09248,24.709822,9.407214
insight,"""it was all meant to lead here, and nothing is a mistake. i still have so many questions, though i know my future intentions.""",40.0,j-a-bisabolol,0.12538040140520904,True,15.079912,22.811335,10.9533415
philosophic contemplation,"""untitled: i am mother time. i hold your hand, and you hold mine.""",40.0,j-a-bisabolol,0.45671856417684725,True,35.09248,24.709822,9.407214
hallucinatory entities,"""untitled: i am mother time. i hold your hand, and you hold mine.""",40.0,j-a-bisabolol,0.17007612511994394,True,22.066711,33.23589,-26.40703
color enhancement,"""greens flowing with violet and magenta.""",41.0,j-a-bisabolol,0.12538040140520904,True,14.563228,-12.008045,-40.44331
subjective effects,"""as i entered the second dose i realized that i wanted to break through completely but i felt grounded.""",41.0,j-a-bisabolol,0.10416021947965604,True,17.873857,-30.703619,-8.075168
synaesthesia,"""i could taste it though me, the flavor of camomile as an emotion.""",41.0,j-a-bisabolol,0.19129630704549697,True,-4.234124,43.4891,-17.072018
gustatory hallucinations,"""i could taste it though me, the flavor of camomile as an emotion.""",41.0,j-a-bisabolol,0.19129630704549697,True,19.716383,29.551836,-41.43824
inebriation,"""third dose i let go and had a pure ego death.""",41.0,j-a-bisabolol,0.21865387968514227,True,26.198748,16.006922,25.68753
geometry,"""i became myself in the beautiful rolling paisley fractals that are everything.""",41.0,j-a-bisabolol,0.09509655018294823,True,-9.193862,39.076077,26.817495
time travel,"""i simply became time and moved thought all the forms i’ve inhabited from the start of existence.""",41.0,j-a-bisabolol,0.25721221268578487,True,10.9080925,47.306362,3.5428848
transpersonal hallucinations,"""existing as this multidimensional space that is everything.""",41.0,j-a-bisabolol,0.45821392213456313,True,40.286755,24.000668,-17.05347
internal hallucinations,"""existing as this multidimensional space that is everything.""",41.0,j-a-bisabolol,0.3124806584389681,True,36.996887,32.394966,-17.366611
gustatory enhancement,"""and in a somewhat irrelevant way, it tastes wonderful.""",41.0,j-a-bisabolol,0.19129630704549697,True,19.64511,-7.828469,-30.6982
appreciation,"""and in a somewhat irrelevant way, it tastes wonderful.""",41.0,j-a-bisabolol,0.21865387968514227,True,23.262354,20.09459,21.98488
geometry,"""First dose was pleasant and organic, the patterns seemed to be shimmering in a rainbow of colour""",42.0,j-citronellol,0.11019812667858202,True,-6.438551,36.629356,25.723574
enjoyment,"""Second dose was beautiful, however very grounded in my body.""",42.0,j-citronellol,0.19708465075666423,True,22.892105,17.009857,23.872768
groundedness,"""Second dose was beautiful, however very grounded in my body.""",42.0,j-citronellol,0.29805817290214304,True,41.47738,14.547846,11.581434
grounding,"""Third dose was interesting, I was deeply grounded in my body.""",42.0,j-citronellol,0.19708465075666423,True,38.564713,12.671002,12.175538
nature appreciation enhancement,"""Earthy. Green. Leaves. Trees.""",43.0,j-citronellol,0.5961163458042861,True,32.503574,-37.026054,19.494581
increased significance of personal history,"""Earthy. Green. Leaves. Trees.""",43.0,j-citronellol,0.2533766775550945,True,24.63911,25.509974,-2.0142653
peace,"""Peaceful.""",43.0,j-citronellol,0.22167465209189618,True,28.867281,34.56234,27.418396
cognitive enhancements,"""If it had a season, it would be summer. Warm, hot. Humid.""",43.0,j-citronellol,0.17699315674484775,True,25.716003,-13.108321,-29.350311
subjective effects,"""First dose was deep and a continuation of Citron in the grounded sense.""",44.0,5-meo-dmt,0.14346222604138792,True,27.82997,-31.617353,-19.163517
essence amplification,"""Second dose melted me completely and I became Citronellol, beautiful, divine, a expression of nature.""",44.0,5-meo-dmt,0.028874240440792332,True,-20.10984,-27.29429,-30.909206
beauty,"""Second dose melted me completely and I became Citronellol, beautiful, divine, a expression of nature.""",44.0,5-meo-dmt,0.041248914915417614,True,-20.38085,17.287312,20.286213
unity,"""Second dose melted me completely and I became Citronellol, beautiful, divine, a expression of nature.""",44.0,5-meo-dmt,0.15914500665103892,True,15.583208,46.926914,23.443045
interconnectedness,"""Second dose melted me completely and I became Citronellol, beautiful, divine, a expression of nature.""",44.0,5-meo-dmt,0.15575894267974025,True,42.873337,5.169994,16.314167
unity,"""Third dose pulled me back to that energetic connectivity, it feels alive.""",44.0,5-meo-dmt,0.15914500665103892,True,15.147946,42.272316,17.326847
energy,"""Third dose pulled me back to that energetic connectivity, it feels alive.""",44.0,5-meo-dmt,0.020839070458993705,True,-20.586256,-43.973362,-0.5005285
ego dissolution,"""This experience was incredible. It was immediate and complete dissolution with absolute awareness of self.""",45.0,5-meo-dmt,0.1188228390960776,True,22.64256,7.1139393,-18.101267
cognitive effects,"""This experience was incredible. It was immediate and complete dissolution with absolute awareness of self.""",45.0,5-meo-dmt,0.22746902549399228,True,43.425625,-6.8696666,-15.970638
transpersonal hallucinations,"""It was being both infinite and finite.""",45.0,5-meo-dmt,0.11549696176316933,True,26.861591,18.144045,-25.994568
noetic insight,"""It was being both infinite and finite.""",45.0,5-meo-dmt,0.025831051977408172,True,-29.058027,2.4712062,-8.929621
cognitive enhancements,"""Over the last 7 years of J use I’ve realized that every experience is a multi-dimensional puzzle piece""",45.0,5-meo-dmt,0.06599826386466819,True,5.883294,-18.130627,-25.091698
increased cognitive abilities,"""Over the last 7 years of J use I’ve realized that every experience is a multi-dimensional puzzle piece""",45.0,5-meo-dmt,0.013892713639329137,True,-25.373995,-28.17767,-8.499195
emotional regression,"""I could feel it dancing in my body, softening up adhesion while systematically associating them with stored emotions and memories.""",42.0,j-citronellol,0.2533766775550945,True,25.916012,20.671263,4.9585257
